Name,Rating,Review
No Name,5,"Groundbreaking, original and a thought-provoking huge scale Science Fiction film with plenty of action and a great screenplay as a base. This is by far the best of the trilogy and really establishes it's characters and their backgrounds as well as the storyline for things to come, yet there is also constant action and thrilling choreography on display the whole running time. The Matrix is easily one of the best science fiction films of the past two decades and remains so!"
No Name,5,Thanks to the Wachowskis' creative vision. The Matrix is one of the greatest films that show us how far technology has come and what we can achieve.
No Name,5,20 plus years later and it's still good.
No Name,5,"Great special Effects.
Great Action Scenes.
Great Characters."
No Name,4.5,"filme muito foda, o roteiro é foda, o elenco é muito bom, as cenas de ação são excelentes, o começo do filme é excelente, com a trinity dando o chute na cara do policial com a camera em diversos angulos, o filme tem muitas cenas boas como a cena do inicio, a cena da pilula vermelha ou azul que neo tem que escolher um das duas pilulas, gostei da cena da luta entre o neo vs morfeo em luta de de kung-fu, achei muito bom a cena do tiroteio contras alguns policiais e militares, e depois disso, veio a cena classica do filme, o neo desviando das balas, de um dos agentes dos smith, ficou muito boa cena do helicoptero, achei legal também
a luta entre o agente smith vs o neo, tem outra cena foda quando neo para as balas com a mão, provando ser o escolhido, esse filme eu recomendo muito, vale muito a pena assistir cada minuto, 
cada segundo, um dos melhores filmes da década."
No Name,5,Masterpiece. What a treat of a film.
No Name,5,What a rollercoaster of a spectacle. A eye opener to what could be the future or the now.
No Name,5,"Masterpiece involving philosophy, outstanding special effects - it's a groundbreaking film that sets the standards for science fictions"
No Name,4,"This movie is thrilling and confusing, some scenes have you thinking what just happened while others really make you fall deep in thought."
No Name,4,"When I first saw this, I did not know what the big deal was. On second viewing, trying to see it through someone's eyes who might've seen in it 1999, you have to appreciate it for its ingenuity, original style, etc. Check it out if you have not and watch it in that way and be appreciative!"
No Name,3.5,"I gave the movie four stars for of the flashy special effects. Otherwise it was a passable science fiction movie. The entire premise of the film reads like a modern, Hollywood science fiction update of ancient Buddhist or Hindu philosophy. Of course we all live in a matrix--we live in two of them: a complex of lies created by people in power to keep us from realizing our full potential, as well as a fiction created for us as souls on a physical planet. Anyone who's read the book, ""Autobiography of a Yogi"" will fathom that much. The world of the red pill certainly doesn't look appealing; I can't imagine most people taking it. The blue pill will always be the selection of the majority because the concept of ""freedom"" has always been grossly exaggerated. No human being is ever utterly free--regardless of the circumstances. After reading the synopsis of the garbled screenplay of the second film, I certainly wouldn't spend the money to rent it."
No Name,5,My personal favourite movie of all time immaculate modern day art nothing will ever top this
No Name,5,The Best thing ever.
No Name,5,"This movie changed my life in 1999 when i watched it in theatres when it opened. I will never forget how my childhood self felt walking out of that theatre, nothing ever looked the same again."
No Name,4.5,"I absolutely love this movie, top 10 of all time for me. The groundbreaking visuals, the characters and world building all tied together with the subtle but noticible music playing underneath. The plot is great and interesting from everything form the ai and matrix down to the training simulations. This movie is, quite simply put, a masterpiece of film. The fight scenes are all really cool and extremely well choreographed and all the props and sets look amazing, from the ship to the subway. It has a genuinely awesome villain whom gets good development over the course of the film and all the actors has really good chemistry together. Combined, all of this results in a absolutely epic movie."
No Name,5,Original and amazing. The origin or red pill. Loved it.
No Name,5,"A groundbreaking movie at the time. The effects used are fairly common today but at the time the movie was made, these effects were largely unheard of.  Keanu's stoic acting style was a perfect fit for this role. The philosophical questions the movie raises are amazing and so relevant as we continue to move toward more VR / ER in daily life."
No Name,5,"A very good movie. It was definitely the best of them all.
Um filme muito bom. Com certeza foi o melhor de todos."
No Name,5,These are films that open our minds to a new way of seeing the world.
No Name,5,"This film causes someone to really think about life, and if we dare, to question what we have perceived. A thought provoking film!"
No Name,4.5,The matrix has a very interesting story and characters with great cgi for the time and epic action scenes.My favorite part of the movie was agent Smith who is undoubtedly one of my favorite movie villain of all time.
No Name,5,The definitive genre bending sci-fi action movie with a compelling story and set of characters.  Absolutely my favorite 'chosen one' story and definitely one of my favorite movies of all time.
No Name,5,"The Matrix is a legendary film that everyone must see at least once in their lifetime. The only issue that I have is that it is not original as everyone claims. It's nearly a direct copy and paste of the book ""Neuromancer"" to the point that it's borderline ripoff. Even so, you must see this movie."
No Name,4,"The Matrix is the 1999 classic directed by the Wachowski siblings. It tells the story of Neo played by Keanu Reeves who is asked by a mysterious man called Morpheus played by Lawrence Fishburne to go on an adventure that reveals that Neo's reality is not reality but a cyber world created by AI robots who enslaved humanity. This classic film introduced many concepts that have become part of pop culture such as taking the red pill and it has many philosophical influences from Alice in Wonderland all the way to the Bible. Its a science fiction thriller filled with high stunt action sequences including the iconic slowmo. The acting is not always as great though the philosophical Morpheus played by fisher is a compelling character and Hugo Weaving as the antagonists Agent Smith is a fierce villain. Matrix is a cultural phenomenon and although the effects are starting to age, the film still holds up many years later."
No Name,4.5,"So much fun, thrilling movie with a brilliantly executed concept."
No Name,4.5,"The action is visceral, well choreographed, and badass. The story is tight and never misses a beat. A great villain. A great concept."
No Name,5,This was a great movie. 👍
No Name,5,Honestly I've never tripped so much about a film. Til this day I've never completely understood the Matrix.
No Name,5,"The Matrix is absolute game changer for the genre and action film-making in general whose influence resonates throughout the industry to this day. One of the best movies in a historic year for movies, the Matrix ties a culmination of influences in concept and stylization and delivers a powerful vision that rattles all senses."
No Name,5,"To be honest, this movie helped to shape perspectives into the new world of technology! The first Matrix movie is great for talking about perspectives on reality and what it means for something to be ""real."" Plus don't forget how this movie sparked the love of bullet time? Oh, and don't forget the look of the characters. 
It was a great movie."
No Name,5,"This is a sci-fi movie that gives you fun. it's so whacky, amusing, and exciting. Granted, you have to pay really close attention for the plot but, it is really good."
No Name,5,"It doesn't get better in Sci-Fi. This is Sci-Fi that olds together on every level. It also like all good Sci-Fi explores what it is to be human. In this case, focusing on the consciousness and the meaning and essence of reality. This is one everybody must see."
No Name,4.5,"""I'm trying to free your mind, Neo. But I can only show you the door. You're the one that has to walk through it.""

I've never been great at philosophy, but my head is exploding at the many different philosophical questions the film explores while still keeping even footing on all of them and keeping them from a messy disaster, largely because as the quote above states outright, it's like an intro course, a 101. The movie only shows the start, but you have the choice to dig further.

And the movie completely gives as much as you're willing to put into it. There's ideas of body and gender dysphoria, made clearest at its inclinations of body horror and the control of what you are perceived as by others, made both physical and mental. What do you define as real, the realistic scientific hypothesis or something more spiritual than that? The Matrix entails the systems of control and its chains, describing itself as a political government controlling force (Rage Against the Machine in the credits makes this completely unsubtle), but it's also mental self-imposed limitations, with clear Zen inspiration, as well as a social control of who you are. The physical limitations to break the boundaries (learning martial arts) is still not as important as the mental limitations, that ultimately removing the obstacles (revolution) is not necessarily physically violent but a mental choice of enlightenment.

And again, somehow this does not end up a mess. Even its biggest thread, the one it hammers home the most, fate and free will, still stands tall throughout. Neo does not have to be The One, it's up to himself whether he believes he is or not. That the motivation you have does not have to align with destiny as it's prescribed, and the path you choose to walk down is still completely up to you. The call is not binding.

It's crazy, also, how much this movie works with the theory of gender identity, if you're willing to read it that far. The body horror isn't just for show. When the truth of you being a slave to others' concept of identity is learnt, you can at once find your body a prison, chains putting you down, finding your body horrifying and terrifying, made physical through the lens of sci-fi as metal lumps on your skin, a perceivably permanent mark, and you have to come to terms with your physical self.
Ultimately, even physically going against that boundary is different from the mental dysphoria, that it alone is its own self-imposed limitation. You can learn everything about how your body works (the programs to learn fighting and anything you need to know), but it ultimately does not remove how you define yourself mentally and how you are capable of changing. 

This movie fucking owns is what I'm trying to say.

You can choose not to engage with any of its readings and be totally fine. Visually it is a stunning film strung well by its Hong Kong influences, with great wirework. I think the best fight scene that shows how well put together the choreo as well as edited is Smith vs. Neo, how it understands fundamentals like showing a punch twice for effect, while grounding the fights in its airy spirituality.
Wachowskis really love catching the eye with pan shots, both vertical and horizontal. Thinking of the one take of them behind the walls as they vertically climb, claustrophobic but still visually interesting.
This whole film does a great job of making the frame claustrophobic. Good example is in the office where Neo sees the agents and crouches, keeping the whole cubicle in frame.

It can't be said how much visually this inspired so many things later that I came into contact with before this movie. A list would be longer than my lifespan, especially its influence on how guns are used in fiction period, but I think the craziest one I noticed this run around was how Half-Life 2 uses a sequence near the end of the film of Neo running away from the agents up a staircase through an apartment, almost completely visually re-created in HL2 when running from the Combine in nearly the same scenario. Inspiration begets inspiration, considering how greatly well read the film already is, taking stuff from Baudrillard and Alice in Wonderland in equal measure.

I firmly approve of Don Davis' work on the score. The horns here are great, and the Matrix theme now with its blaring at the start fading into the code is recognizable everywhere. Also when the violins get furious.... it bangs. Soundtrack, on the other hand, good-ish? I'm completely down for the credits Rage Against the Machine song, having bars like ""Departments of police, the judges, the feds / Networks at work, keepin' people calm / You know they went after King / When he spoke out on Vietnam""... but it also goes right into a meh Marilyn Manson song... also Marilyn Manson. 
It's not nearly always like that, it has some good big beat and trip hop music throughout, like the seamless transition in the rave from Massive Attack to The Prodigy, and the Rob Dougan song with the red dress scene is good.

The characters themselves are pretty good although this movie does take the approach of more motivations as symbols than fully fleshed out characters, such as Cypher being the blatant rejection of truth (ignorance is bliss), and while Trinity does have her own agency to a point something feels off about the romance, and whether or not it earns the possible true love's kiss it spins.

I'm not sure why people dislike Keanu's performance so much here. To me the common man not becoming super emotional on the outside as much as through his motivations in his actions works well for what eventually becomes a spiritual figure throughout the trilogy, or so I've been told. Carrie-Anne Moss, Laurence Fishburne, and Hugo Weaving outperform everybody else though. I will die before forgetting Weaving's ""Smith"".

There's so many layers to the film, even if small, to unravel here, but overall easily worth my time to come back. Gender dysphoria, government control, Zen/Buddhist/Taoist influences, Alice, communism... the movie was made for me. And it fucks."
No Name,3,"Well, the plot itself is not really that great. What make this become a well-known movie is because of the astonishing CG at the time when this movie came out. So I do not think I can judge this movie in an objective way."
No Name,4.5,An amazing film the concept is great and lots of effects still hold up to this day
No Name,5,"AMAZING 

Great dystopian future, amazing music, break-throw visual effects. cool ending"
No Name,5,"All style and substance for one of cinema's groundbreaking sci-fi classics!

Directors Lilly Wachowski and Lana Wachowski changed science-fiction and action thrillers forever with their iconic neo-noir sci-fi thriller The Matrix (1999). The Wachowski Sisters' script is full of pastiche and homages to Dark City, Tron, and Blade Runner among Westerns and martial arts films. Their directing style is frenetic action shootouts with bullets blazing and fantastic visual effects to the moody atmosphere of neo-noir aesthetics. The Matrix has it all with slow motion bullet time combat, bullet dodges, fearsome machine sentinels, and ruthless computer program vanguard Agents. The Wachowski's high concept sci-fi ideas can get confusing, though everything is explained from our reality being a computer simulation called The Matrix to the real world falling into darkness after a machine uprising. It's chilling and fascinating in every scene as you attempt to figure out all of these mind numbing concepts.

I appreciate and understand The Wachowski Sisters' complex sci-fi story more now that I'm older as Neo's choices were an allegory for their own transgender transformations, while also speaking to humanity's endless desire for technological progress into artificial intelligence. Having machines with advanced AI wipe out humanity, only to harvest us for energy after we destroy the Sun is a mind boggling plot, but a compelling dramatic narrative. I adore the romance drama between Neo and Trinity as well among the other themes like going against fate by choosing your own path to walk. The Wachowski Sisters never quite wrote any film as succinct and absorbing as The Matrix, honestly. The Matrix really is a one of a kind miracle of filmmaking.

Canadian actor Keanu Reeves is iconic as Neo in The Matrix with his stoic confusion and endearing normality. Keanu can be the everyman as well as a tender romantic hero once he is focused and confident as The One. American acting legend Laurence Fishburne is enthralling as Morpheus with his endless wisdom and shocking reveals. Canadian actress Carrie-Anne Moss is sultry and sincere as Trinity with her fearless fight sequences and sweet romantic moments with Neo. Australian acting hero Hugo Weaving is terrifying, hilarious, and intriguing as the rogue Agent Smith with his pure hatred of dissidents and loathing of humanity. His enunciation makes his every line memorable and seething with an inner rage. American character actor Joe Pantoliano is fantastic as the dejected and selfish Cypher.

Gloria Foster's Oracle is charming and insightful with a unique appeal. Marcus Chong is fun as the nervous and excitable Tank. Paul Goddard and Robert Taylor nail the cold robotic movements and tone of Agents Brown and Jones, respectively. You can feel the difference in how Hugo Weaving's Agent Smith is supposed to be unraveling into a mechanical vendetta and raving AI personality. Julian Arahanga's Apoc is cool, but it is Belinda McClory's Switch who utters the chilling famous last words, ""Not like this."" Anthony Ray Parker's boisterous Dozer and Matt Doran's zealous Mouse are interesting. Marc Aden Gray's Choi sounds just like John Malkovich. Every Matrix actor and actress fulfilled their character acting role to perfection.

Editor Zach Staenberg cuts so sharply and quickly from wide shots to close-ups that you'll never get bored for The Matrix' 136 minutes. Cinematographer Bill Pope brings The Matrix to life with gorgeous and creative shots that utilize John Gaeta's innovative visual effects to their full potential. From the startling Agent Smith morphing from other people into Hugo Weaving to the breathtaking close-up of Neo and Trinity kissing with literal sparks flying in the background. The Matrix has a neo-noir style and Bill Pope really outdid himself with these fierce and unforgettable shots. Owen Paterson's production design looks gritty from ruined buildings to the chilling robotic world and mechanisms everywhere. All the practical effects are so gross and scary.

Composer Don Davis has this inspiring melody for his score to The Matrix that I love. The ending with Rage Against the Machine is exhilarating to the main theme of The Matrix being eerie and exciting. All the rave Rob Zombie music to the symphonic unsettling orchestration is all brilliant. The sound department went crazy with the emphasized hits and ambiance to the machines churning and revving to life. 

Costume designers Kym Barrett and Lyn Askew must have found all the black leather and latex in the 1990's as everyone looks slick and unique in The Matrix. From Agent Smith's tailored suits to Neo's trench coat or Trinity's sexy black leotard. Deborah Taylor's creative make-up makes Keanu Reeves even more handsome, Laurence Fishburne even cooler, and Carrie-Anne Moss ethereal as Trinity. I just love her so much.

In conclusion, The Matrix is worth seeing again and again as it is smart and thrilling sci-fi."
No Name,3.5,The Matrix is an okay movie. The best part of the movie is the cast but in general it feels outdated to this day.
No Name,3,"With as big as of a movie fan I am, this is actually the first time I’ve seen The Matrix, and after finally seeing it I feel underwhelmed. Despite the revolutionary special effects, high octane action sequences, a promising story and a great ensemble cast, the film falters in its overall execution. The story is beyond overly confusing with large amounts of exposition to catch up the viewers on what’s happening. The film asks intelligent existential questions and develops an intriguing universe to accompany it, but the interest level begins to fall when it is over-beard with confusing explanations as to what’s going on with characters I don’t find too particularly engaging. Although the film is a historic standpoint in special effects and storytelling, in my opinion the film feels dull and exhaustingly boring."
No Name,5,"This is my third revisit to this iconic movie which has significant value in terms of its philosophy at the background, its sci-fi components with the action it blends all these with. One can understand it more if one tries to connect it to the simulation theory, or Baudrillard's Simulacra and Simulation book (which is also shown in this first movie at one of the beginning scenes). There is much to learn and much to think about, and it really gives you the thrill you search for."
No Name,4,A story with effects sooo good for the time its now considered a classic.
No Name,5,"BEST, MATRIX, MOVIE, EVER!"
No Name,5,"One of my all time favorite movies.  Great story, groundbreaking special effects.  One of those movies you can watch multiple times and catch new info every time."
No Name,5,"This movie literally defined the new age of cinema. With an original storyline that is well written and up to point and special effects that were truly mind-blowing at the time, The Matrix is definitely well worth the watch."
No Name,5,"Original. Exciting. Unique. This movie is something special, visual effects hold up quite well, awesome and iconic sequences/Characters packed with fun action and interesting concepts."
No Name,1,Paul Rudd was not in this movie.
No Name,4.5,"Do dzisiaj robi wrażenie w scenach akcji oraz walki, choć CGI trochę się postarzało. Podejmowane tematy filozoficzne do dzisiaj są aktualne i Nadar ryją banię"
No Name,4.5,"An undisputed masterpiece that shows us the future of humans and technology. Really Keanu Reeves, Carrie Anne-Moss and Laurence Fishburne make a great team for the film, and of course Hugo Weaving makes a remarkable performance. The visual effects are far superior and the editing is totally amazing. An example of what a Science Fiction movie is. Without a doubt it's the MASTERPIECE of the Wachowski Sisters."
No Name,3.5,"Matrix, Asya dövüş sanatlarından ilham alan nefes kesici ""kurşun zamanı"" aksiyon sahnelerine öncülük eden, son derece heyecan verici ve kafa karıştırıcı bir fütürist drama olarak hala ayakta duruyor. (Bu kısmı başka birinden kopyaladım çünkü bu filme 0'dan bir inceleme yazmak o kadar istemiyordum) Yukarıda yazılan şeyler doğru olsa da ben bu filmi çok sevemiyorum. Çok unutulur bir film en son 2-3 yıl önce izlemiştim ve hiç hatırlamıyordum geçen gün izleyince bile hatırladığım yerler olmadı. Bence zamanında çok iyi bir yapımdı ama şuan abartılıyor. O askerlerin de beyni yok bence 1 mermi bile değdiremiyorlar o keanu ve onun eskortu trinitiye. Saygılar. (birkaç şey daha diyecektim ama aklımdan sadece puf oldular :))"
No Name,3.5,"It's anti-authoritarian spirit intertwined with a fresh revamp of the Hero's journey in a cyber-centric dystopia is still overwhelmingly entertaining even after 2 decades since release day. A lot of slick silliness? Sure, however the intellectualism and new take on a classical character arc make the Wachowskis' 'Matrix' a high point in cinematic history."
No Name,5,"This movie literally made me question life, and that's not done easily. This movie is a masterpiece, and it simply cannot be said any other way. Keanu's expressions and Carrie-Anne's charm create an unlikely, but astonishing, duo. The two traverse thoughts that most people wouldn't dare think about, and display it on a wide screen. This movie is one of the greatest and will continue to be, all throughout history."
No Name,4,a very interesting movie with great effects
No Name,5,... You can't really do much better than this one.
No Name,5,Godlike!!!!!!!!!!!!!
No Name,4.5,"The Matrix was a crazy, thrilling concept for a movie that was executed very well. The action sequences are awesome, and the story is intriguing the whole way through. 9.1/10"
No Name,5,"""The Matrix is a masterpiece"" is definitely one of the most redundant phrases in movies history. The action sequences are dazzling, the soundtrack is enervating and the main trio is majestic. Neo looks like a character who was written for Keanu Reeves, and I can say the same for Lawrence Fishburne as Morpheus and Carrie-Anne Moss as Trinity. Hugo Weaving as Agent Smith is another show, and his voice work is possibly the best thing of the film alongside the action sequences and their revolutionary visual and special effects. Joe Pantoliano is also funny and I loved the twist about who is the Oracle. I thought she would look like Tilda Swinton's character in Doctor Strange or something more spiritual, but no, she looks like a grandma and lives in an apartment like my grandma's! What a universe. This film successfully convinces the spectator to take the red pill."
No Name,5,"don't know if it holds up today, but it was a pretty foundational modern action film for me with a philosophical bent."
No Name,4,"Very unique, bizarre but awesome movie"
No Name,5,Best. You can choose the red one or the blue one? Welcome to Matrix.
No Name,4,"There really isn't much to criticize here as the special effects and creativity outweighed any shortcoming, but I will say that I had a much different experience rewatching this with my wife than I did watching it for the first time in high school. I remember not fully engaging with the plot the first time, but going into a rewatch already aware of the premise I found the exposition in this one to be unengaging and excessive in a purely subjective way. My wife liked this one better than either of the sequels because she loved the story they were telling and isn't a big action sequence fan. I mostly felt that every fight scene in this one was pulled straight from Dragonball Z. This is clearly the most thought-out movie in the original trilogy, and there's no denying its greatness, but I found myself actually enjoying the other two movies more than this one as I felt the action scenes were more suspenseful and I liked the broadened scope!"
No Name,5,So much is based on this. not seeing it is not understanding half of cinema today
No Name,5,Masterpiece! 100% worth watching.
No Name,2.5,"The Matrix has an interesting plot, but overall, it is not the best movie. The dialogue is confusing. The romance is not romantic enough. I guess the special effects were slightly cool during that time. I do like the fashion, but wearing sunglasses all the time does not seem practical, especially if you're inside a building. Honestly, this is giving me philosophy on crack with a spice of action."
No Name,3,"We all got into this film when it was at the cinema due to debuting first-seen special effects; or to a lesser extent if you were an Australian as it was one of the few big Hollywood films made in Sydney where we all can still to this day recognise major landmarks we walk past daily.

The concept and story line is decent although the movie hasn't aged well and is pretty hard to watch now 20 years later."
No Name,1.5,A waste of my time.  Perhaps I expected too much
No Name,4.5,"Truly mammoth film that set a standard of beauty for films of its genre. Entertain, innovative and exciting, this film manages to give everything without actually having a real ending but with a truly beautiful and original plot."
No Name,3.5,A thought-provoking science fiction film about the nature of reality and identity.
No Name,5,"Groundbreaking, innovative and intriguing, the Matrix is the perfect blend of high-octane action and thought-provoking story that combine to make it a cinematic masterpiece."
No Name,5,"Never foresee the power of originality. The Wachowskis created an almost perfect film in 1999. Cinematographer Bill Pope takes advantage of 1999 technical magic to create eerie visuals of the real world. Action sequences are particularly dynamic, fluid, and fun. Keanu Reeves and Carrie-Anne Moss are brilliant in their iconic roles. I loved the focus on the danger of artificial intelligence and the price you have to pay to save another human. It is thought-provoking to plug into the Wachowski's Matrix. Hang on tight for a real mind-blower!"
No Name,4,"An eerily applicable concept which has resonated with a lot of what is currently present in our society. The first quarter of the movie is a bit boring and tiresome, however the messages hidden within what the movie represents makes it almost a cautionary tale for how we currently live which shows how ahead of it's time it really was. The action sequences are badass for lack of a better term with the slow motion bullet time scenes which are now infamous with this movie living up to and arguably exceeding the hype. Overall great action, unique storyline and impressive special effects for the time it was released. Definitely recommend!"
No Name,4.5,"Admittedly a little slow to start, but I don't care. This film was revolutionary."
No Name,5,"Es una buena continuación de la saga, le faltó un poco en la fotografía."
No Name,4.5,Epic! Masterpiece! This is art
No Name,3.5,"I think I watched this years ago. It's alright. Not great, but a pretty good movie."
No Name,5,MATRIX RULES and this is best from them all
No Name,5,"So very original in the story, and especially the filmmaking.  A groundbreaking, revolutionary, sci-fi film.  Messes with your mind in a fun story."
No Name,4,"The Matrix(1999), is 1 of the MOST mind-blowing films known to man-kind. 
It is a film made in the late 90s and it still holds its value today, making it a timeless film. 

The film incorporates genius sci-fi and CGI scenes that look unreal for its time. The Matrix(1999) is 1 of those unexplainable films that had to have opened many gates and opportunities for future films as well. The character cast is great, everyone loves Keanu Reeves and he plays a badass protagonist named Neo. A lot takes place in the film and it questions what is real? What is considered reality? How do we know that we're not living a simulation? Of course, it is all just a movie idea but whoever thought of this had to be Genius!"
No Name,4,"A must see movie! Good special effects that have mostly not aged at all, combined with deep and interesting philosophical discussions. Excelent!"
No Name,5,The ultimate Masterpiece
No Name,5,The premisse is so intriguing. It really makes you question a lot of things. The camera work is excellent and the acting as well. Great movie! Total must see.
No Name,5,"W przystępny sposób skłania do myślenia nad rzeczywistością, świadomością, a czasem i pchnie w stronę obłędu. Świetnie efekty specjalnie uzupełniają scenografię"
No Name,5,"a film that changed a whole generation of cinema, being a milestone for all subsequent film productions"
No Name,4.5,"The Matrix is an excellent film, not only for its breathtaking action and cinematography, but for its ingenuity, creativity, and its integration of various philosophical concepts. Though not without its flaws, The Matrix was brave for its time; it's rare for a film to maintain broad appeal while including balancing entertaining science fiction and elements of spirituality and philosophy. The Matrix is a cult classic and changed the game for sci-fi and action films for years to come."
No Name,5,Masterpiece and timeless
No Name,5,Wow The Matrix is absolutely unbelievable the best sci-fi action film with really outstanding vfx and sound effects and really terrific cast and writing and phenomenal directors.
No Name,5,revolutionary. perhaps the greatest scifi film of all time.
No Name,5,"One of the most groundbreaking and influential films of the modern moviemaking age. Endlessly quotable lines, endlessly spoofable action scenes, endlessly entertaining film. Always fun and often thought-provoking to plug into the Wachowski's Matrix."
No Name,5,Great movie with super cool effects
No Name,5,"Out of all the matrix movies this one's holds a special place in my heart. Incredible cinematography, CGI on point, and storyline is one of the best!"
No Name,5,This movie was truly a game changer and still holds up relatively well.
No Name,3.5,Respect it for its groundbreaking special effects and story but to me it's still not that clear on what is going on.
No Name,5,My favourite movie of all time. Mind blowing when it first came out and still just as amazing today.
No Name,5,"Classic, best movie ever,"
No Name,4,This movie is crazy. I think about it a lot. Would recommend
No Name,3,"Unfortunately The Matrix definitely lost its essence in this movie. Resurrections is easily mistaken for a marvel superhero movie. 2 hours and 28 minutes of unnecessary scenes and boring jokes, which even for me, a big fan of the franchise, got tired of watching the movie halfway through. 
Yes, it has good points like good special effects, good music and good acting, but that stand out only for the budget of the movie, after all this was the minimum to be given to the fan. Definitely a 5 out of 10"
No Name,5,"It was perfect and never needed any sequel even though the demand for it was through the roof.

If you love this movie don't see Matrix: Resurrections it's a travesty on the entire franchise."
No Name,3.5,good and decent movie. not as great as the people hypes it up to be. good philosofies and ideas with decent action. best in the movie is morpheus played by lawrence fishbourne and the oracle (now missing her name at the tip of my tongue/brain) they steal the show. watch it so you understand the trilogy.
No Name,5,Blows every genre right out of the water. Enough said!
No Name,5,"Easily one of the best science fiction movies. Wonderful story line, incredible action scenes great casting and amazing visual effects."
No Name,5,Likely the best film in American History. Belongs in everyone's Archive and worthy of study in all disciplines.
No Name,5,"With a fantastic concept and brilliant execution, it really is great. Plus the action and the ground-breaking visual effects make it one of the best of it's time."
No Name,4.5,"Best film in the franchise, it certainly revolutionized the graphics industry and the way of doing choreographies"
No Name,5,The only Matrix film worth watching.
No Name,4.5,"Everything about this movie, from the storytelling to the cinematography is absolutely impeccable from start to finish. The Matrix is a classic movie for a good reason."
No Name,0.5,So.......Trinity is the one and not Neo!!
No Name,3,"Review of RESURRECTIONS.  As a fan and not a fanatic, Resurrections relies too much on an assumption that the audience cares about the affection of Neo and Trinity for one another. Fanatics probably do; fans don't.  There is little sense of triumph in the story's climax: Neo's successful rescue of and reunion with Trinity, especially at cost of their friends' great pain and suffering.  And for what? Neil Patrick Harris' character the Analyst is correct, most people int the fantasy world of the matrix prefer the fantasy.  His character, by the way, is the most fun and the most interesting.  Sad but true, IMHO, the script and execution are too derivative of the earlier editions of the Matrix, and fail you bring enough that builds upon them, for Keanu Reeves, Carrie-Anne Moss, or anyone else to rescue the final third of the movie from proving the project a disappointment.  Attempts to bring sympathetic or humorous robot mascots to the narrative are just embarrassing, not innovative.  The high five had me cringing. The special effects are cutting-edge, but exactly what we saw in earlier editions, and therefore were predictable more than breathtaking.  The fight scenes were duplicative, too long, and largely pointless.  It seemed the producers and director intended simply to remind the audience of what they enjoyed when the Matrix was new and fresh. Nostalgia cannot carry a movie that is two and a half hours in length. Eventually, the viewer realizes that the excitement one has anticipating and awaiting never arrives. Neo's abilities within the matrix are really rather trite, at times unintentionally laughable, compared to the ballet he pulled off in the earlier films.  Fanatics will love this film and see it more than once. That'll help the movie make money. Fans of the original Matrix edition will be reminded of how unique it was and still remains, and will be rather bored with the apparent lack of similar inspiration that seems to have this attempted remake."
No Name,1,If you are a true fan of the original you will hate this.
No Name,5,The modern myth in its continuation.
No Name,5,One of the best movies of all time.
No Name,5,Absolutely AWESOME!! One of the best Action movies of all-time!
No Name,3,"I get that it was a ""revolutionary"" movie, but take away the effects and you're left with a simple story. It's fun tho, not the best. After having watched it again, then Reloaded, I think it should have been a stand alone film."
No Name,4.5,"One of the first successful forays into the cyberpunk genre on screen, the Matrix took the world by storm two decades past. It's filled with timely metaphors and thought-provoking quandaries that lead me to ask: are you red-pilled?"
No Name,5,"This is a classic, it's a must see, please, go watch it if you still didn't.
A mark of an era!"
No Name,5,Credited by The Wachowskis imaginative screenplay. The Matrix is not only an entertaining action blockbuster that revolutionized special effects and action filmmaking it is also filled with ideas that will leave the audience discussing for decades.
No Name,4,Great movie with an interesting premise.
No Name,5,It had a very precise message about how life can be interpreted.
No Name,4.5,A classic. Truly ahead of its time.
No Name,4,"It's old, but really good."
No Name,4.5,It's so good. It is in my top 5 movies of all time. I've watched it so much and I still love it.
rudygom,4,It was good. Great special effects!
No Name,4.5,The revolution has begun and filmmaking will never be the same again. The action and visuals are intense and even the long bouts of exposition are never a bore. A truly great film and unique experience for film lovers to enjoy even decades after its inception. 9/10
Nathanael,5,"Of course The Matrix is absolutely amazing, but the 4DX thing was pretty cool too!"
No Name,5,"Matrix is one of the most influential sci action movies of all time. The bullet dodging effects, slow mo scenes and gun fights are still utilized in today's action movies but this film introduced them to mainstream cinema. It was also a film which was inspired by many other films like terminator and Japanese anime but created a mind bending concept that is very gripping and can stand alone on its own merits. This film also has strong a villain in Agent Smith. The character of Neo is also quite interesting. This film launched Keanu Reeves into stardom. The character of Morpheus played by Lawrence Fishburne is great. The only negative is that the movie does has some horrifying images but again this movie requires them to tell the story. So if you are a film fan you should definitely check out this film."
No Name,5,Just saw this movie on the big screen for the first time.  I've seen it before many years ago but this movie is made for the biggest screen possible.  A movie that introduced so many elements of current movie production and a great story.  Can't wait for the new followup!
No Name,5,Hands down one of if not the best sci-fi movies ever made I can totally see why they’re making a fourth.
No Name,5,"Temet Nosce

A quick break from Spider-Man because The Matrix is in my local theater. 

It's weird how even though I knew the plot, this movie just became significantly better and refreshing after rewatch. The concept is endlessly fascinating and entertaining. Throughout the runtime, I still had to remind myself what's real and what's not, because it's not an easy thing to accept. 

The characters were so badass in those shiny suits and glasses. The calming, mysterious way they talked and the cool dialogues just drawn me into the movie even more. Then, the action scenes were just as entertaining with amazing kung-fu techniques.

A very minor problem was the twist and romance at the end, which felt a little cheesy.

Overall, loved everything about The Matrix. 9.5/10"
